"","taxonomic_id","scientific_name"
"117",101469,"Lembos"
"118",101474,"Unciola"
"119",101489,"Corophium"
"120",101537,"Gammarus"
"121",101554,"Iphimedia"
"122",101558,"Gammaropsis"
"123",101563,"Photis"
"124",101571,"Jassa"
"125",101580,"Leucothoe"
"126",101614,"Ichnopus"
"127",101671,"Elasmopus"
"128",101770,"Stenothoe"
"129",101830,"Caprella equilibra"
"130",101846,"Caprella penantis"
"131",102000,"Ampithoe ramondi"
"132",102005,"Ampithoe valida"
"133",102033,"Lembos websteri"
"134",102040,"Leptocheirus pilosus"
"135",102048,"Microdeutopus gryllotalpa"
"136",102101,"Corophium volutator"
"137",102276,"Gammarus duebeni"
"138",102296,"Gammarus tigrinus"
"139",102385,"Photis pollex"
"140",102401,"Ericthonius brasiliensis"
"141",102409,"Ericthonius rubricornis"
"142",102805,"Elasmopus rapax"
"143",103936,"Styela plicata"
"144",105689,"Carcharhinidae spp."
"145",105689,"Carcharhinidae spp."
"146",105797,"Carcharhinus plumbeus"
"147",105797,"Carcharhinus plumbeus"
"148",105800,"Negaprion brevirostris"
"149",105800,"Negaprion brevirostris"
"150",105817,"Sphyrna mokarran"
"151",105817,"Sphyrna mokarran"
"152",105846,"Ginglymostoma cirratum"
"153",106122,"Balanus"
"154",106673,"Brachyura"
"155",106673,"Brachyura spp."
"156",106674,"Caridea"
"157",106687,"Paguroidea"
"158",106687,"Paguroidea spp."
"159",106687,"Paguroidea spp. [striped]"
"160",106734,"Porcellanidae"
"161",106736,"Diogenidae spp."
"162",106763,"Portunidae spp."
"163",106765,"Panopeidae"
"164",106777,"Hippolytidae"
"165",106798,"Axiidae spp."
"166",106798,"Axiidae spp."
"167",106800,"Callianassidae"
"168",106800,"Callianassidae"
"169",106822,"Penaeus"
"170",106844,"Paguristes"
"171",106906,"Libinia"
"172",106921,"Callinectes"
"173",106978,"Alpheus"
"174",106978,"Alpheus spp."
"175",106987,"Hippolyte"
"176",106992,"Lysmata spp."
"177",106995,"Thor spp."
"178",107032,"Palaemon"
"179",107035,"Periclimenes"
"180",107044,"Pandalus"
"181",107060,"Panulirus spp."
"182",107335,"Libinia dubia"
"183",107379,"Callinectes sapidus"
"184",107381,"Carcinus maenas"
"185",107382,"Charybdis helleri"
"186",107412,"Dyspanopeus sayi"
"187",107414,"Rhithropanopeus harrisii"
"188",107457,"Pachygrapsus transversus"
"189",107458,"Percnon gibbesi"
"190",107519,"Latreutes fucorum"
"191",107534,"Thor amboinensis"
"192",107611,"Brachycarpus biunguiculatus"
"193",107611,"Brachycarpus biunguiculatus"
"194",110342,"Echiuroidea"
"195",110416,"Cumella"
"196",111158,"Bugula neritina"
"197",111673,"Victorella pavida"
"198",112080,"Amphistegina"
"199",112119,"Calcarina"
"200",112822,"Amphisorus hemprichii"
"201",112823,"Sorites orbiculus"
"202",113625,"Neorotalia calcar"
"203",115430,"Peltidium"
"204",117034,"Obelia"
"205",118100,"Chironomidae"
"206",118244,"Anthuridae"
"207",118274,"Cymothoidae spp."
"208",118283,"Idoteidae"
"209",118362,"Carpias"
"210",118437,"Gnathia"
"211",118454,"Idotea"
"212",118715,"Jaera albifrons"
"213",119039,"Idotea balthica"
"214",119042,"Idotea chelipes"
"215",119044,"Idotea granulosa"
"216",119822,"Mysidae"
"217",120177,"Praunus flexuosus"
"218",123084,"Ophiuroidea"
"219",123084,"Ophiuroidea spp."
"220",123182,"Synaptidae"
"221",123456,"Holothuria"
"222",123547,"Ophioderma"
"223",123592,"Ophiocoma sp."
"224",123776,"Asterias rubens"
"225",123795,"Coscinasterias tenuispina"
"226",124249,"Arbacia lixula"
"227",124332,"Diadema antillarum"
"228",124833,"Ophionereis reticulata"
"229",125064,"Amphipholis squamata"
"230",125122,"Ophiactis savignyi"
"231",125275,"Gorgoniidae"
"232",125427,"Congridae spp."
"233",125431,"Muraenidae spp."
"234",125431,"Muraenidae spp."
"235",125438,"Atherinidae spp."
"236",125451,"Belonidae"
"237",125464,"Clupeidae spp."
"238",125465,"Engraulidae spp."
"239",125519,"Blenniidae spp. (mottled brown)"
"240",125537,"Gobiidae"
"241",125537,"Gobiidae spp."
"242",125541,"Labridae spp."
"243",125606,"Syngnathidae spp."
"244",125635,"Enchelycore spp."
"245",125636,"Gymnothorax spp."
"246",125637,"Muraena spp."
"247",125721,"Sardinella"
"248",125726,"Megalops"
"249",125920,"Parablennius spp."
"250",126015,"Kyphosus spp."
"251",126110,"Bothus sp."
"252",126235,"Aluterus sp."
"253",126288,"Heteroconger longissimus"
"254",126302,"Gymnothorax vicinus"
"255",126302,"Gymnothorax vicinus"
"256",126372,"Synodus saurus"
"257",126373,"Synodus synodus"
"258",126422,"Sardinella aurita"
"259",126422,"Sardinella aurita"
"260",126430,"Megalops atlanticus"
"261",126769,"Ophioblennius atlanticus"
"262",126773,"Parablennius pilicornis"
"263",126782,"Scartella cristata"
"264",126802,"Caranx crysos"
"265",126803,"Caranx hippos"
"266",126804,"Caranx latus"
"267",126807,"Decapterus macarellus"
"268",126808,"Decapterus punctatus"
"269",126808,"Decapterus punctatus"
"270",126809,"Elagatis bipinnulata"
"271",126809,"Elagatis bipinnulata"
"272",126816,"Seriola dumerili"
"273",126816,"Seriola dumerili"
"274",126818,"Seriola rivoliana"
"275",126818,"Seriola rivoliana"
"276",126848,"Echeneis naucrates"
"277",126971,"Xyrichtys novacula"
"278",126983,"Mugil cephalus"
"279",127001,"Chromis limbata"
"280",127004,"Heteropriacanthus cruentatus"
"281",127005,"Priacanthus arenatus"
"282",127036,"Epinephelus marginatus"
"283",127063,"Pagrus pagrus"
"284",127232,"Dactylopterus volitans"
"285",127393,"Syngnathus typhle"
"286",127397,"Balistes vetula"
"287",127399,"Canthidermis sufflamen"
"288",127402,"Diodon holocanthus"
"289",127403,"Diodon hystrix"
"290",127411,"Canthigaster rostrata"
"291",129211,"Capitella"
"292",129230,"Mesochaetopterus spp."
"293",129278,"Eunice"
"294",129278,"Eunice spp."
"295",129379,"Nereis"
"296",129445,"Eulalia"
"297",129455,"Phyllodoce"
"298",129491,"Harmothoe"
"299",129496,"Lepidonotus"
"300",129620,"Prionospio"
"301",129645,"Amblyosyllis"
"302",129654,"Exogone"
"303",129680,"Syllis"
"304",129831,"Hermodice carunculata"
"305",130372,"Ceratonereis mirabilis"
"306",130593,"Pectinaria granulata"
"307",130769,"Harmothoe imbricata"
"308",131141,"Polydora ciliata"
"309",131143,"Polydora cornuta"
"310",135306,"Aurelia aurita"
"311",135306,"Aurelia aurita"
"312",135351,"Abyla"
"313",136025,"Phascolion"
"314",136185,"Apseudes"
"315",136235,"Leptochelia"
"316",136248,"Zeuxo"
"317",137205,"Caretta caretta"
"318",137206,"Chelonia mydas"
"319",137683,"Astarte"
"320",137705,"Engina spp."
"321",137716,"Bulla sp."
"322",137722,"Crepidula"
"323",137758,"Bittium"
"324",137760,"Cerithium spp."
"325",138054,"Haminoea"
"326",138068,"Hiatella"
"327",138081,"Hydrobia"
"328",138099,"Lacuna"
"329",138135,"Littorina"
"330",138142,"Tectura"
"331",138206,"Stramonita spp."
"332",138210,"Urosalpinx spp."
"333",138211,"Mya"
"334",138228,"Mytilus"
"335",138255,"Smaragdia"
"336",138268,"Octopus spp."
"337",138413,"Odostomia"
"338",138426,"Cymatium spp."
"339",138439,"Alvania"
"340",138457,"Rissoina"
"341",138508,"Skenea"
"342",138531,"Macoma"
"343",138533,"Tellina"
"344",138580,"Tritonia"
"345",138584,"Calliostoma spp"
"346",138584,"Calliostoma spp"
"347",138753,"Aplysia dactylomela"
"348",138753,"Aplysia dactylomela"
"349",138757,"Aplysia parvula"
"350",138878,"Buccinum undatum"
"351",138940,"Bulla striata"
"352",138963,"Crepidula fornicata"
"353",138998,"Cerastoderma edule"
"354",138999,"Cerastoderma glaucum"
"355",139407,"Corambe obscura"
"356",139604,"Donax vittatus"
"357",140170,"Lacuna vincta"
"358",140262,"Littorina littorea"
"359",140403,"Nucella lapillus"
"360",140429,"Urosalpinx cinerea"
"361",140467,"Modiolus modiolus"
"362",140472,"Musculus discors"
"363",140480,"Mytilus edulis"
"364",140482,"Mytilus trossulus"
"365",140570,"Smaragdia viridis"
"366",140605,"Octopus vulgaris"
"367",140657,"Crassostrea virginica"
"368",140780,"Pinna nobilis"
"369",141334,"Pusillina inconspicua"
"370",141341,"Pusillina sarsii"
"371",141359,"Rissoa membranacea"
"372",141365,"Rissoa parva"
"373",141539,"Skeneopsis planorbis"
"374",141579,"Macoma balthica"
"375",142028,"Tricladida"
"376",143673,"Delesseriaceae"
"377",143733,"Gigartinaceae"
"378",143816,"Caulerpa"
"379",143819,"Avrainvillea"
"380",143820,"Halimeda"
"381",143820,"Halimeda spp."
"382",143821,"Penicillus"
"383",143866,"Spyridia"
"384",143900,"Acanthophora"
"385",143914,"Laurencia"
"386",144012,"Jania"
"387",144018,"Lithothamnion"
"388",144051,"Peyssonnelia"
"389",144056,"Batophora"
"390",144086,"Dictyota"
"391",144087,"Lobophora spp."
"392",144088,"Padina"
"393",144126,"Cystoseira"
"394",144129,"Fucus"
"395",144132,"Sargassum"
"396",144136,"Pterocladia"
"397",144188,"Gracilaria"
"398",144237,"Champia"
"399",144267,"Valonia"
"400",144296,"Ulva"
"401",144452,"Bryopsis hypnoides"
"402",144471,"Caulerpa prolifera"
"403",144472,"Caulerpa racemosa"
"404",144474,"Caulerpa sertularioides"
"405",144481,"Halimeda discoidea"
"406",144482,"Halimeda opuntia"
"407",144483,"Halimeda tuna"
"408",144484,"Penicillus capitatus"
"409",144827,"Laurencia obtusa"
"410",145012,"Anadyomene stellata"
"411",145094,"Flabellia petiolata"
"412",145301,"Dasycladus vermicularis"
"413",145367,"Dictyota dichotoma"
"414",145381,"Lobophora variegata"
"415",145385,"Padina pavonica"
"416",145410,"Ectocarpus siliculosus"
"417",145546,"Fucus serratus"
"418",145634,"Hypnea musciformis"
"419",145635,"Hypnea spinella"
"420",145668,"Polyides rotunda"
"421",145713,"Halophila decipiens"
"422",145714,"Halophila stipulacea"
"423",145793,"Cymodocea nodosa"
"424",145794,"Posidonia oceanica"
"425",145857,"Colpomenia sinuosa"
"426",145930,"Ulothrix speciosa"
"427",145979,"Percursaria percursa"
"428",145984,"Ulva lactuca"
"429",146142,"Bryozoa"
"430",146537,"Cyanobacteria"
"431",146538,"Lyngbya"
"432",146802,"Chironomus"
"433",146895,"Aora typica"
"434",146922,"Melita nitida"
"435",147123,"Potamopyrgus antipodarum"
"436",148427,"Inachidae spp."
"437",148592,"Monocorophium insidiosum"
"438",148594,"Apocorophium lacustre"
"439",149668,"Mysida"
"440",149871,"Oreasteridae"
"441",151158,"Micropogonias undulatus"
"442",151177,"Morone americana"
"443",151267,"Phasianellidae"
"444",151414,"Labrisomidae spp."
"445",151456,"Gerreidae spp."
"446",151628,"Peringia ulvae"
"447",152223,"Syllinae"
"448",152302,"Hediste diversicolor"
"449",152352,"Osteichthyes"
"450",152391,"Nemertea"
"451",153558,"Theodoxus fluviatilis"
"452",153847,"Polydora websteri"
"453",154426,"Doradidae"
"454",154721,"Balistes capriscus"
"455",155081,"Sthenelais helenae"
"456",156484,"Neritimorpha"
"457",156734,"Anadara transversa"
"458",156803,"Gemma gemma"
"459",156817,"Argopecten irradians"
"460",156859,"Geukensia demissa"
"461",156861,"Ischadium recurvum"
"462",156887,"Mytilopsis leucophaeata"
"463",157001,"Tagelus plebeius"
"464",157179,"Aonides mayaguezensis"
"465",157483,"Mediomastus californiensis"
"466",157793,"Chthamalus fragilis"
"467",157854,"Microprotopus raneyi"
"468",157885,"Edotia triloba"
"469",157887,"Erichsonella attenuata"
"470",157975,"Coronadena mutabilis"
"471",158020,"Ampelisca abdita"
"472",158023,"Ampelisca verrilli"
"473",158026,"Ampithoe longimana"
"474",158032,"Batea catharinensis"
"475",158036,"Lysianopsis alba"
"476",158058,"Arbacia punctulata"
"477",158058,"Arbacia punctulata"
"478",158065,"Mellita quinquiesperforata"
"479",158082,"Cymadusa compta"
"480",158094,"Gammarus mucronatus"
"481",158113,"Leptocheirus plumulosus"
"482",158149,"Stenothoe minuta"
"483",158230,"Diadumene leucolena"
"484",158348,"Alpheus heterochaelis"
"485",158355,"Crangon septemspinosa"
"486",158360,"Hippolyte pleuracantha"
"487",158361,"Hippolyte zostericola"
"488",158365,"Lysmata wurdemanni"
"489",158365,"Lysmata wurdemanni"
"490",158416,"Eurypanopeus depressus"
"491",158424,"Hexapanopeus angustifrons"
"492",158428,"Mithrax"
"493",158428,"Mithrax spp."
"494",158429,"Mithrax hispidus"
"495",158435,"Ovalipes stephensoni"
"496",158436,"Panopeus herbstii"
"497",158497,"Luidia clathrata"
"498",158526,"Dasyatis americana"
"499",158532,"Sclerodactyla briareus"
"500",158562,"Anguilla rostrata"
"501",158583,"Gymnothorax funebris"
"502",158584,"Gymnothorax moringa"
"503",158637,"Myrichthys breviceps"
"504",158688,"Brevoortia spp."
"505",158691,"Brevoortia tyrannus"
"506",158695,"Opisthonema oglinum"
"507",158699,"Anchoa mitchilli"
"508",158759,"Synodus intermedius"
"509",158782,"Opsanus tau"
"510",158787,"Gobiesox strumosus"
"511",158806,"Haemulon spp."
"512",158807,"Haemulon aurolineatum"
"513",158808,"Haemulon plumierii"
"514",158815,"Halichoeres bivittatus"
"515",158822,"Lachnolaimus maximus"
"516",158919,"Acanthostracion polygonius"
"517",158920,"Acanthostracion quadricornis"
"518",158932,"Lactophrys triqueter"
"519",158935,"Sphoeroides spengleri"
"520",158936,"Sphoeroides testudineus"
"521",159165,"Citharichthys macrops"
"522",159195,"Ogcocephalus vespertilio"
"523",159222,"Epinephelus striatus"
"524",159227,"Menidia beryllina"
"525",159228,"Menidia menidia"
"526",159229,"Liopropoma spp."
"527",159231,"Mycteroperca bonaci"
"528",159235,"Rypticus maculatus"
"529",159236,"Serranus subligarius"
"530",159238,"Archosargus probatocephalus"
"531",159239,"Archosargus rhomboidalis"
"532",159240,"Calamus spp."
"533",159241,"Calamus bajonado"
"534",159242,"Calamus calamus"
"535",159245,"Calamus penna"
"536",159259,"Tylosurus crocodilus"
"537",159259,"Tylosurus crocodilus"
"538",159271,"Trinectes maculatus"
"539",159275,"Bothus ocellatus"
"540",159284,"Holacanthus bermudensis"
"541",159285,"Cyprinodon variegatus"
"542",159287,"Pomacanthus arcuatus"
"543",159288,"Abudefduf saxatilis"
"544",159291,"Stegastes leucostictus"
"545",159296,"Fundulus diaphanus"
"546",159298,"Nicholsina usta"
"547",159300,"Scarus coeruleus"
"548",159301,"Sparisoma rubripinne"
"549",159303,"Bairdiella chrysoura"
"550",159306,"Fundulus heteroclitus"
"551",159308,"Fundulus majalis"
"552",159310,"Lucania parva"
"553",159322,"Leiostomus xanthurus"
"554",159335,"Sciaenops ocellatus"
"555",159342,"Scomberomorus maculatus"
"556",159342,"Scomberomorus maculatus"
"557",159351,"Epinephelus adscensionis"
"558",159352,"Epinephelus guttatus"
"559",159353,"Epinephelus itajara"
"560",159354,"Epinephelus morio"
"561",159376,"Holocentrus spp."
"562",159378,"Holocentrus adscensionis"
"563",159385,"Myripristis jacobus"
"564",159401,"Sargocentron vexillarium"
"565",159416,"Mugil curema"
"566",159421,"Pseudupeneus maculatus"
"567",159445,"Hippocampus erectus"
"568",159450,"Syngnathus floridae"
"569",159451,"Syngnathus fuscus"
"570",159491,"Aluterus scriptus"
"571",159493,"Cantherhines pullus"
"572",159497,"Monacanthus ciliatus"
"573",159499,"Monacanthus tuckeri"
"574",159559,"Pterois volitans"
"575",159564,"Scorpaena plumieri"
"576",159573,"Prionotus ophryas"
"577",159578,"Acanthurus bahianus"
"578",159580,"Acanthurus chirurgus"
"579",159581,"Acanthurus coeruleus"
"580",159589,"Apogon maculatus"
"581",159590,"Apogon pseudomaculatus"
"582",159598,"Chasmodes bosquianus"
"583",159609,"Parablennius marmoreus"
"584",159615,"Diplogrammus pauciradiatus"
"585",159626,"Callionymus bairdi"
"586",159630,"Carangoides bartholomaei"
"587",159645,"Oligoplites saurus"
"588",159645,"Oligoplites saurus"
"589",159649,"Selene vomer"
"590",159649,"Selene vomer"
"591",159654,"Trachinotus goodei"
"592",159661,"Chaetodon capistratus"
"593",159662,"Chaetodon ocellatus"
"594",159663,"Chaetodon striatus"
"595",159678,"Echeneis neucratoides"
"596",159703,"Chaetodipterus faber"
"597",159731,"Eucinostomus spp."
"598",159733,"Eucinostomus gula"
"599",159735,"Coryphopterus spp."
"600",159735,"Coryphopterus spp."
"601",159736,"Coryphopterus glaucofraenum"
"602",159747,"Ctenogobius spp."
"603",159747,"Ctenogobius sp. [boleosoma]"
"604",159767,"Gobiosoma bosc"
"605",159786,"Thalassoma bifasciatum"
"606",159792,"Lutjanus analis"
"607",159793,"Lutjanus apodus"
"608",159794,"Lutjanus buccanella"
"609",159796,"Lutjanus cyanopterus"
"610",159797,"Lutjanus griseus"
"611",159798,"Lutjanus jocu"
"612",159799,"Lutjanus mahogoni"
"613",159800,"Lutjanus synagris"
"614",159803,"Ocyurus chrysurus"
"615",159813,"Sphyraena borealis"
"616",159912,"Littoridinops monroensis"
"617",160028,"Paracaprella tenuis"
"618",160041,"Pyramidella"
"619",160065,"Acteocina canaliculata"
"620",160091,"Turbonilla toyatani"
"621",160102,"Astyris lunata"
"622",160174,"Bittiolum varium"
"623",160203,"Circulus liratus"
"624",160222,"Costoanachis avara"
"625",160228,"Crepidula convexa"
"626",160336,"Lottia"
"627",160363,"Marshallora nigrocincta"
"628",160395,"Nassarius acutus"
"629",160412,"Spurwinkia salsa"
"630",160440,"Parvanachis obesa"
"631",160476,"Pyrgocythara plicosa"
"632",170417,"Clionaidae"
"633",176848,"Heterophoxus"
"634",177745,"Muricea spp."
"635",178186,"Linckia spp."
"636",178188,"Linckia guildingi"
"637",178210,"Oreaster reticulatus"
"638",178510,"Symploca"
"639",178641,"Luidia senegalensis"
"640",178747,"Echinaster brasiliensis"
"641",182578,"Nannastacus inflatus"
"642",182699,"Bithynia tentaculata"
"643",196285,"Modulidae"
"644",196286,"Modulus"
"645",196286,"Modulus spp."
"646",196894,"Eatoniellidae"
"647",203822,"Stegastes spp."
"648",204078,"Udotea"
"649",204354,"Isophyllia"
"650",204416,"Chevalia"
"651",204464,"Agaricia"
"652",204605,"Harengula spp."
"653",204679,"Pseudosquilla spp."
"654",204736,"Bathygobius spp"
"655",205700,"Euvola spp."
"656",205771,"Drupella spp."
"657",205785,"Palythoa"
"658",205902,"Millepora"
"659",205902,"Millepora spp."
"660",206126,"Drupa spp."
"661",206309,"Syringodium"
"662",206485,"Porites"
"663",206577,"Paradexamine"
"664",206653,"Santia"
"665",206740,"Meandrina"
"666",206854,"Thalassia"
"667",206989,"Acropora cervicornis"
"668",207238,"Porites porites"
"669",207432,"Favia fragum"
"670",207516,"Siderastrea siderea"
"671",207517,"Siderastrea radians"
"672",208126,"Coralliophila erosa"
"673",208387,"Oliva sayana"
"674",208599,"Columbella mercatoria"
"675",208677,"Calcinus latens"
"676",208921,"Cymodocea rotundata"
"677",208924,"Halodule uninervis"
"678",208925,"Halodule wrightii"
"679",208930,"Halophila ovalis"
"680",208931,"Thalassia hemprichii"
"681",208932,"Enhalus acoroides"
"682",210232,"Pseudosquilla ciliata"
"683",210242,"Gonodactylus chiragra"
"684",210370,"Stenopus hispidus"
"685",210522,"Alpheus paracrinitus"
"686",210726,"Millepora alcicornis"
"687",210900,"Holothuria floridana"
"688",211405,"Grandidierella bonnieroides"
"689",211408,"Chevalia aviculae"
"690",211515,"Halimeda copiosa"
"691",211519,"Halimeda incrassata"
"692",211535,"Udotea flabellum"
"693",211768,"Acanthophora spicifera"
"694",212298,"Culcita novaeguineae"
"695",213331,"Tropiometra carinata"
"696",213380,"Echinometra lucunter"
"697",213951,"Chondracanthus chamissoi"
"698",213998,"Eucheuma denticulatum"
"699",214711,"Lembos hypacanthus"
"700",214744,"Podocerus brasiliensis"
"701",214801,"Caprellina longicollis"
"702",216134,"Isophyllia sinuosa"
"703",216135,"Mussa angulosa"
"704",216687,"Cerithium litteratum"
"705",217426,"Aetobatus narinari"
"706",217976,"Solenostomus paradoxus"
"707",218706,"Kyphosus vaigiensis"
"708",218708,"Kyphosus cinerascens"
"709",218839,"Neopomacentrus cyanomos"
"710",218839,"Neopomacentrus cyanomos"
"711",219476,"Gnatholepis cauerensis"
"712",219881,"Melichthys niger"
"713",219964,"Chilomycterus reticulatus"
"714",220228,"Thalassodendron ciliatum"
"715",220697,"Cirolana parva"
"716",220766,"Paradexamine pacifica"
"717",220965,"Botryocladia leptopoda"
"718",221362,"Parhyale hawaiensis"
"719",224570,"Caenogastropoda"
"720",224572,"Cerithium atratum"
"721",224773,"Cerithium guinaicum"
"722",224977,"Cassis tuberosa"
"723",225252,"Nodipecten nodosus"
"724",225463,"Thalotia"
"725",225814,"Monocorophium acherusicum"
"726",226278,"Neomysis awatschensis"
"727",234030,"Ruppia"
"728",234031,"Ruppia maritima"
"729",234107,"Chaetodon sedentarius"
"730",234208,"Testudinalia testudinalis"
"731",234471,"Ulva intestinalis"
"732",234850,"Alitta succinea"
"733",236157,"Gracilaria vermiculophylla"
"734",236496,"Apolochus picadurus"
"735",236551,"Caprella scaura"
"736",236719,"Mimachlamys varia"
"737",238104,"Ecrobia ventrosa"
"738",238740,"Grandidierella japonica"
"739",240777,"Lytechinus"
"740",241109,"Cronius ruber"
"741",241128,"Menippe nodifrons"
"742",241200,"Pachygrapsus gracilis"
"743",241780,"Astichopus multifidus"
"744",241876,"Holothuria thomasi"
"745",243214,"Astrophyton muricatum"
"746",243214,"Astrophyton muricatum"
"747",245516,"Ophioderma brevispinum"
"748",246230,"Axiopsis serratifrons"
"749",246346,"Micropanope"
"750",246784,"Davidaster rubiginosus"
"751",246979,"Pagurapseudes"
"752",247538,"Hargeria rapax"
"753",247710,"Zeuxo marmoratus"
"754",248643,"Crabyzos"
"755",248921,"Lynseia"
"756",249103,"Paracerceis"
"757",252289,"Botrylloides niger"
"758",254882,"Acanthemblemaria spp."
"759",254883,"Acanthemblemaria spinosa"
"760",255042,"Meyenaster gelatinosus"
"761",256270,"Uromunna ubiquita"
"762",256965,"Cymodoce japonica"
"763",257859,"Erichsonella crenulata"
"764",259635,"Califanthura squamosissima"
"765",260378,"Excorallana tricornis"
"766",260565,"Harrieta faxoni"
"767",261817,"Paracerceis caudata"
"768",261827,"Paracerceis sculpta"
"769",261839,"Paradella dianae"
"770",261978,"Pentidotea resecata"
"771",267277,"Briareum"
"772",267453,"Gorgonia"
"773",267453,"Gorgonia spp."
"774",267499,"Iciligorgia spp."
"775",267604,"Muriceopsis spp."
"776",267606,"Mycetophyllia"
"777",267752,"Plexaura spp."
"778",267753,"Plexaurella spp."
"779",267779,"Pseudoplexaura spp."
"780",267781,"Pseudopterogorgia"
"781",267790,"Pterogorgia"
"782",268418,"Astrapogon spp."
"783",269045,"Elacatinus spp."
"784",269061,"Emblemariopsis spp."
"785",269073,"Enneanectes spp."
"786",269456,"Hypoplectrus spp."
"787",269456,"Hypoplectrus sp."
"788",269590,"Labrisomus spp."
"789",269590,"Labrisomus spp"
"790",269590,"Labrisomus spp."
"791",269590,"Labrisomus spp"
"792",269781,"Malacoctenus spp."
"793",271324,"Carcharhinus perezii"
"794",271324,"Carcharhinus perezii"
"795",271436,"Dasyatis hypostigma"
"796",271805,"Enchelycore carychroa"
"797",271852,"Gymnothorax miliaris"
"798",272982,"Apogon binotatus"
"799",273108,"Apogon townsendi"
"800",273125,"Ophioblennius macclurei"
"801",273369,"Prognathodes aculeatus"
"802",273540,"Bodianus pulchellus"
"803",273541,"Bodianus rufus"
"804",273602,"Xyrichtys martinicensis"
"805",273608,"Xyrichtys splendens"
"806",273718,"Chromis cyanea"
"807",273731,"Chromis insolata"
"808",273743,"Chromis multilineata"
"809",273756,"Chromis scotti"
"810",273771,"Sparisoma atomarium"
"811",273772,"Sparisoma aurofrenatum"
"812",273773,"Sparisoma axillare"
"813",273774,"Sparisoma chrysopterum"
"814",273775,"Sparisoma frondosum"
"815",273777,"Sparisoma radians"
"816",273779,"Sparisoma tuiupiranga"
"817",273780,"Sparisoma viride"
"818",273819,"Scomberomorus regalis"
"819",273876,"Mycteroperca acutirostris"
"820",273878,"Mycteroperca interstitialis"
"821",273884,"Mycteroperca tigris"
